FX5QA__Breadcrumb__c,FX5QA__Cost__c,FX5QA__Description__c,FX5QA__Name_Unique__c,FX5QA__Sequence_Number__c,FX5QA__Ticket_Item_Record_Type__c,FX5QA__Track_Inventory__c,FX5QA__UOM__c,Name
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.63,Sherwin Williams #218 acrolon (ballast beige),SW218BB,788,Supplies,FALSE,GAL,SW218BB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.83,Sherwin Williams #218 acrolon (canyon tan),SW218CT,789,Supplies,FALSE,GAL,SW218CT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",92.18,Sherwin Williams #218 acrolon (enviro green),SW218EG,790,Supplies,FALSE,GAL,SW218EG
Tax,0,TAX:  NM - CITY OF BERNALILLO - 000-000-2220-1040,2270,1011,Supplies,FALSE,Lump Sum,2270
Tax,0,TAX:  NM - CITY OF DEXTER - 000-000-2220-1090,2193,1012,Supplies,FALSE,Lump Sum,2193
Tax,0,TAX:  NM - CITY OF GRANTS - 000-000-2220-1115,2276,1013,Supplies,FALSE,Lump Sum,2276
Tax,0,TAX:  NM - CITY OF HURLEY - 000-000-2220-1130,2192,1014,Supplies,FALSE,Lump Sum,2192
Tax,0,TAX:  NM - CITY OF LAS VEGAS - 000-000-2220-1140,2216,1015,Supplies,FALSE,Lump Sum,2216
Tax,0,TAX:  NM - CITY OF LAS VEGAS - 000-000-2220-1141,2212,1016,Supplies,FALSE,Lump Sum,2212
Tax,0,TAX:  NM - CITY OF SANTA FE - 000-000-2220-1260,2255,1017,Supplies,FALSE,Lump Sum,2255
Tax,0,TAX:  NM - CITY OF SANTA FE - 000-000-2220-1261,2285,1018,Supplies,FALSE,Lump Sum,2285
Tax,0,TAX:  NM - CITY OF TIJERAS - 000-000-2220-1285,2179,1019,Supplies,FALSE,Lump Sum,2179
Tax,0,TAX:  NM - CLAYTON - 000-000-2220-1070,2197,1020,Supplies,FALSE,Lump Sum,2197
Tax,0,TAX:  TX - SCURRY COUNTY - 700-000-2245-1063,2369,1181,Supplies,FALSE,Lump Sum,2369
Supplies,8.43,#3 Dolen fine silica blasting sand,2014050,1,Supplies,FALSE,Sack,2014050
Supplies,8.22,#4 Dolen fine silica blasting sand,2014040,2,Supplies,FALSE,Sack,2014040
Supplies,0,1 gal. bucket,5100170,3,Supplies,FALSE,EA,5100170
Equipment,0,1 ton chain hoist (electric),Hoist1E,4,Supplies,FALSE,SHIFT,Hoist1E
Equipment,0,1 ton chain hoist (hand),Hoist1H,5,Supplies,FALSE,SHIFT,Hoist1H
Equipment,0,1 ton come-along,Calong1,6,Supplies,FALSE,SHIFT,Calong1
Equipment,0,"1"" air impact",Imp1,7,Supplies,FALSE,SHIFT,Imp1
Equipment,0,"1"" diaphragm pump (air-powered)",WP1,8,Supplies,FALSE,SHIFT,WP1
Supplies,9.49,"1"" Awesome Paint Brush",5200001,9,Supplies,FALSE,EA,5200001
Equipment,0,"1,000 gal. water tank (skid mounted)",Tank1000S,10,Supplies,FALSE,SHIFT,Tank1000S
Supplies : Batteries,0.81,Alkaline batteries (D cell),DCELL,251,Supplies,FALSE,EA,DCELL
Equipment : Dump Trucks,0,All-inclusive dump truck services,AIDT,252,Equipment,FALSE,HR,AIDT
Equipment : GapVax,0,All-Inclusive Hydro-Excavation Services (Double Time),HydroXDT,253,Equipment,FALSE,HR,HydroXDT
Equipment : GapVax,0,All-Inclusive Hydro-Excavation Services (Overtime),HydroXOT,254,Equipment,FALSE,HR,HydroXOT
Equipment : GapVax,0,All-Inclusive Hydro-Excavation Services (Straight Time),HydroXST,255,Equipment,FALSE,HR,HydroXST
Equipment : Vacuum Trucks,0,All-inclusive vacuum rate (overtime),AIVROT,256,Equipment,FALSE,HR,AIVROT
Equipment : Vacuum Trucks,0,All-inclusive vacuum rate (premium time),AIVRPT,257,Equipment,FALSE,HR,AIVRPT
Equipment : Vacuum Trucks,0,All-inclusive vacuum rate (straight time),AIVRST,258,Equipment,FALSE,HR,AIVRST
Equipment,0,Almen gauge,AlGge,259,Supplies,FALSE,SHIFT,AlGge
Supplies,0,Aluminum oxide abrasive,2500220,260,Supplies,FALSE,Sack,2500220
Tax,0,TAX:  TX - HOWARD COUNTY - 700-000-2245-1034,2370,1161,Supplies,FALSE,Lump Sum,2370
Tax,0,TAX:  TX - HOWARD COUNTY - 700-000-2245-1039,2371,1162,Supplies,FALSE,Lump Sum,2371
Tax,0,TAX:  TX - HUTCHINSON COUNTY - 700-000-2245-1085,2339,1163,Supplies,FALSE,Lump Sum,2339
Tax,0,TAX:  TX - HUTCHINSON COUNTY - 700-000-2245-1086,2340,1164,Supplies,FALSE,Lump Sum,2340
Tax,0,TAX:  TX - LAMB COUNTY - 700-000-2245-1011,2359,1165,Supplies,FALSE,Lump Sum,2359
Tax,0,TAX:  TX - LUBBOCK COUNTY - 700-000-2245-1025,2302,1166,Supplies,FALSE,Lump Sum,2302
Tax,0,TAX:  TX - LUBBOCK COUNTY - 700-000-2245-1026,2303,1167,Supplies,FALSE,Lump Sum,2303
Tax,0,TAX:  TX - LYNN COUNTY - 700-000-2245-1065,2330,1168,Supplies,FALSE,Lump Sum,2330
Tax,0,TAX:  TX - LYNN COUNTY - 700-000-2245-1066,2331,1169,Supplies,FALSE,Lump Sum,2331
Tax,0,TAX:  TX - MIDLAND COUNTY - 700-000-2245-1012,2343,1170,Supplies,FALSE,Lump Sum,2343
Tax,0,TAX:  TX - STATE - 700-000-2245-1005,2260,1182,Supplies,FALSE,Lump Sum,2260
Tax,0,TAX:  TX - STATE - 700-000-2245-1006,2261,1183,Supplies,FALSE,Lump Sum,2261
Tax,0,TAX:  TX - TERRY COUNTY - 700-000-2245-1044,2372,1184,Supplies,FALSE,Lump Sum,2372
Tax,0,TAX:  TX - TERRY COUNTY - 700-000-2245-1049,2373,1185,Supplies,FALSE,Lump Sum,2373
Tax,0,TAX:  TX - WICHITA COUNTY - 700-000-2245-1090,2341,1186,Supplies,FALSE,Lump Sum,2341
Tax,0,TAX:  TX - WICHITA COUNTY - 700-000-2245-1091,2342,1187,Supplies,FALSE,Lump Sum,2342
Tax,0,TAX:  TX - WILBARGER COUNTY - 700-000-2245-1047,2366,1188,Supplies,FALSE,Lump Sum,2366
Tax,0,TAX:  TX - WILBARGER COUNTY - 700-000-2245-1048,2367,1189,Supplies,FALSE,Lump Sum,2367
Tax,0,TAX:  TX- CITY OF BIG LAKE - 700-000-2245-1079,2419,1190,Supplies,FALSE,Lump Sum,2419
"Supplies : Paint, Coating, and Thinner : Solvent and Thinner",0,"Inactive Item, do NOT use to create any new item",InactiveSKU,0,Supplies,FALSE,EA,InactiveSKU
Tax,0,TAX:  AZ - YAVAPAI - 100-000-2201-1065,2258,981,Supplies,FALSE,Lump Sum,2258
Tax,0,TAX:  AZ - YAVAPAI - 100-000-2201-1066,2256,982,Supplies,FALSE,Lump Sum,2256
Tax,0,TAX:  AZ - YUMA COUNTY - 100-000-2201-1070,2254,983,Supplies,FALSE,Lump Sum,2254
Tax,0,TAX:  AZ - YUMA COUNTY - 100-000-2201-1071,2251,984,Supplies,FALSE,Lump Sum,2251
Tax,0,TAX:  CO - 200-000-2205-1001,2150,985,Supplies,FALSE,Lump Sum,2150
Tax,0,TAX:  CO - OUT OF STATE - 200-000-2205-1002,2151,986,Supplies,FALSE,Lump Sum,2151
Tax,0,TAX:  KS - SEWARD COUNTY - 825-000-2235-1003,2399,987,Supplies,FALSE,Lump Sum,2399
Tax,0,TAX:  KS - SEWARD COUNTY - 825-000-2235-1004,2400,988,Supplies,FALSE,Lump Sum,2400
Tax,0,TAX:  KS - STATE - 825-000-2235-1001,2397,989,Supplies,FALSE,Lump Sum,2397
Tax,0,TAX:  KS - STATE - 825-000-2235-1002,2398,990,Supplies,FALSE,Lump Sum,2398
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.63,Sherwin Williams #218 acrolon (light brown),SW218LB,791,Supplies,FALSE,GAL,SW218LB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.83,Sherwin Williams #218 acrolon (pumice stone),SW218PS,792,Supplies,FALSE,GAL,SW218PS
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",103.78,Sherwin Williams #218 acrolon (safety orange),SW218SO,793,Supplies,FALSE,GAL,SW218SO
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",97.18,Sherwin Williams #218 acrolon (safety red),SW218SR,794,Supplies,FALSE,GAL,SW218SR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",97.18,Sherwin Williams #218 acrolon (safety yellow),SW218SY,795,Supplies,FALSE,GAL,SW218SY
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.83,Sherwin Williams #218 acrolon (Terry tan),SW218TT,796,Supplies,FALSE,GAL,SW218TT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",61.84,Sherwin Williams #218 acrolon (white),SW218W,797,Supplies,FALSE,GAL,SW218W
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",87,Sherwin Williams #220 novaplate,SW220N,798,Supplies,FALSE,GAL,SW220N
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",38.79,Sherwin Williams #225 reducer,SW225R,799,Supplies,FALSE,GAL,SW225R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",74,Sherwin Williams #290 corcote (gray),SW290G,800,Supplies,FALSE,GAL,SW290G
Equipment,0,400 barrel uncoated tank for fluid storage,400Tank,161,Supplies,FALSE,SHIFT,400Tank
Equipment : Heaters,0,"400,000 BTU in-line heater (with fuel)",Htr400IF,162,Supplies,FALSE,SHIFT,Htr400IF
Equipment : Heaters,0,"400,000 BTU in-line heater (without fuel)",Htr400I,163,Supplies,FALSE,SHIFT,Htr400I
Equipment : Heaters,0,"400,000 BTU space heater (without fuel)",Htr400,164,Supplies,FALSE,SHIFT,Htr400
Supplies,9.44,40-120 slag abrasive (100 lb.),2011702,165,Supplies,FALSE,Sack,2011702
Supplies,0,40-200 fine slag abrasive (100 lb.),2014020,166,Supplies,FALSE,Sack,2014020
Supplies,8.81,40-70 Sand Abrasive,2014070,167,Supplies,FALSE,Sack,2014070
Equipment,0,40K Hydroblast Pump Unit,HBU40K,168,Supplies,FALSE,Lump Sum,HBU40K
Equipment : Bucket Trucks,0,41' Bucket Truck,BTrk41,169,Equipment,FALSE,HR,BTrk41
Equipment : Bucket Trucks,0,42' Bucket Truck,BTrk42,170,Equipment,FALSE,HR,BTrk42
Equipment,0,42' enclosed trailer van (insulated),42TrailerI,171,Supplies,FALSE,SHIFT,42TrailerI
Equipment,0,42' enclosed trailer van (insulated),42TrailerIM,172,Supplies,FALSE,MONTH,42TrailerIM
Equipment,0,"42' enclosed trailer van (insulated, heated)",42TrailerH,173,Supplies,FALSE,SHIFT,42TrailerH
Equipment,0,"42' enclosed trailer van (insulated, heated)",42TrailerHM,174,Supplies,FALSE,MONTH,42TrailerHM
Equipment : 42750 CFM Blowers,0,"42,750 CFM blower",Blwr42,175,Equipment,FALSE,DAY,Blwr42
Equipment : 42750 CFM Blowers,0,"42,750 CFM Blower (Hourly)",Blwr42H,176,Equipment,FALSE,HR,Blwr42H
Equipment : Trailers,0,47' drop deck trailer,47Trailer,177,Equipment,FALSE,DAY,47Trailer
Labor : DT,0,Laborer - DT,LDT,591,Labor,FALSE,,LDT
Labor : OT,0,Laborer - OT,LOT,592,Labor,FALSE,,LOT
Labor : DT,0,Laborer - PT,LPT,593,Labor,FALSE,,LPT
Labor : ST,0,Laborer - ST,LST,594,Labor,FALSE,,LST
Labor : TT,0,Laborer - TT,LTT,595,Labor,FALSE,,LTT
Equipment,0,Large hand tools,LHndTool,596,Supplies,FALSE,SHIFT,LHndTool
Equipment,0,Lead paint personal monitor,LeadPDet,597,Supplies,FALSE,SHIFT,LeadPDet
Labor : OT,0,Leadman - OT,LMOT,598,Labor,FALSE,,LMOT
Labor : ST,0,Leadman - ST,LMST,599,Labor,FALSE,,LMST
Equipment,0,MANUAL LABOR FIELD FOR BHP,MANLABOR,600,Equipment,FALSE,HR,MANLABOR
Equipment,0,Dryer can cleaning tool,DCCT,441,Supplies,FALSE,SHIFT,DCCT
Equipment : Pressure Washers,0,Dual action pressure washer,DualPW,442,Equipment,FALSE,HR,DualPW
Supplies,0,Duct tape,4200020,443,Supplies,FALSE,ROLL,4200020
Equipment,0,Dump fee (per load),DumpFee,444,Supplies,FALSE,EA,DumpFee
Equipment : Dump Trucks,0,Dump truck,DT,445,Equipment,FALSE,HR,DT
"Supplies : Paint, Coating, and Thinner : Dupont",13.6,Dupont #2184 bleaderseal,D2184B,446,Supplies,FALSE,QT,D2184B
"Supplies : Paint, Coating, and Thinner : Dupont",9.59,Dupont #244 kwik prep,D244KP,447,Supplies,FALSE,QT,D244KP
"Supplies : Paint, Coating, and Thinner : Dupont",46.5,Dupont #326 (blue green),D326BG,448,Supplies,FALSE,GAL,D326BG
"Supplies : Paint, Coating, and Thinner : Dupont",51.32,Dupont #333 imron (tan),D333I,449,Supplies,FALSE,GAL,D333I
"Supplies : Paint, Coating, and Thinner : Dupont",49.45,Dupont #34887 (nebula green),D34887NG,450,Supplies,FALSE,GAL,D34887NG
Equipment,0,48' dry van trailer,48Trailer,178,Supplies,FALSE,SHIFT,48Trailer
Equipment,0,480 split box,480B,179,Supplies,FALSE,SHIFT,480B
Equipment,0,480 volt load center,LdCtr,180,Supplies,FALSE,SHIFT,LdCtr
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (Patterson gray),SW304PG,821,Supplies,FALSE,GAL,SW304PG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (Patterson orange),SW304PO,822,Supplies,FALSE,GAL,SW304PO
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (rainforest green),SW304RG,823,Supplies,FALSE,GAL,SW304RG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",56.44,Sherwin Williams #304 HS polyurethane (Red Cedar juniper green),SW304RCJG,824,Supplies,FALSE,GAL,SW304RCJG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",68.86,Sherwin Williams #304 HS polyurethane (Resolute canyon tan),SW304RCT,825,Supplies,FALSE,GAL,SW304RCT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (Riley trailer red),SW304RTR,826,Supplies,FALSE,GAL,SW304RTR
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",48.1,Sherwin Williams #304 HS polyurethane (safety blue),SW304SB,827,Supplies,FALSE,GAL,SW304SB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (sierra tan),SW304ST,828,Supplies,FALSE,GAL,SW304ST
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",54.49,Sherwin Williams #304 HS polyurethane (slate gray),SW304SG,829,Supplies,FALSE,GAL,SW304SG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",41.72,Sherwin Williams #304 HS polyurethane (Tatami tan),SW304TT,830,Supplies,FALSE,GAL,SW304TT
Labor : ST,0,Project Manager - ST,PMST,691,Labor,FALSE,,PMST
Labor : TT,0,Project Manager - TT,PMTT,692,Labor,FALSE,,PMTT
Supplies,45,Propane,PROPANE,693,Supplies,FALSE,EA,PROPANE
Equipment,0,Propane hoses (50' sections),PropHose,694,Supplies,FALSE,SHIFT,PropHose
Supplies,0,Protective faceshields,8500520,695,Supplies,FALSE,EA,8500520
Supplies,0,Protective wetsuits,8100000,696,Supplies,FALSE,EA,8100000
Equipment,0,Psychro-Dyne mercury,PSMerc,697,Supplies,FALSE,SHIFT,PSMerc
Equipment : 300 HP Hydroblast,0,Pump (with 1 lance),P1L,698,Equipment,FALSE,HR,P1L
Equipment : 300 HP Hydroblast,0,Pump (with 1-gun operation),P1G,699,Equipment,FALSE,HR,P1G
Equipment : 300 HP Hydroblast,0,Pump (with 2 lances),P2L,700,Equipment,FALSE,HR,P2L
Equipment,0,60 lb. jackhammer,Jhamr60,211,Supplies,FALSE,SHIFT,Jhamr60
Equipment : 600 CFM Air Compressors,0,600 CFM Air Compressor,AC600,212,Equipment,FALSE,HR,AC600
Equipment,0,65 gal. poly water tank,Poly65,213,Supplies,FALSE,SHIFT,Poly65
Equipment,0,"7"" circular saw (electric)",Saw7,214,Supplies,FALSE,SHIFT,Saw7
Equipment : Water Trucks,0,75 Barrel Water Truck,WT75,215,Equipment,FALSE,HR,WT75
Equipment : 75000 CFM Blowers,0,"75,000 CFM blower",Blwr75,216,Equipment,FALSE,DAY,Blwr75
Equipment : 750 CFM Air Compressors,0,750 CFM Air Compressor,AC750,217,Equipment,FALSE,HR,AC750
Equipment : 750 CFM Air Compressors,0,750 CFM air compressor,AC750S,218,Equipment,FALSE,DAY,AC750S
Equipment : 750 HP Hydroblast,0,750 HP Hydroblast Unit,HBU750,219,Equipment,FALSE,HR,HBU750
Equipment,0,8' extension gun,Ext8,220,Supplies,FALSE,HR,Ext8
Tax,0,TAX:  TX - CITY OF MINERAL SPRINGS - 700-000-2245-1052,2362,1131,Supplies,FALSE,Lump Sum,2362
Tax,0,TAX:  TX - CITY OF MINERAL SPRINGS - 700-000-2245-1053,2363,1132,Supplies,FALSE,Lump Sum,2363
Tax,0,TAX:  TX - CITY OF MULESHOE - 700-000-2245-1080,2336,1133,Supplies,FALSE,Lump Sum,2336
Tax,0,TAX:  TX - CITY OF MULESHOE - 700-000-2245-1081,2337,1134,Supplies,FALSE,Lump Sum,2337
Tax,0,TAX:  TX - CITY OF ODESSA - 700-000-2245-1096,2407,1135,Supplies,FALSE,Lump Sum,2407
Tax,0,TAX:  TX - CITY OF ODESSA - 700-000-2245-1097,2408,1136,Supplies,FALSE,Lump Sum,2408
Tax,0,TAX:  TX - CITY OF PLAINVIEW - 700-000-2245-1064,2420,1137,Supplies,FALSE,EA,2420
Tax,0,TAX:  TX - CITY OF RANSOM CANYON - 700-000-2245-1060,2319,1138,Supplies,FALSE,Lump Sum,2319
Tax,0,TAX:  TX - CITY OF RANSOM CANYON - 700-000-2245-1061,2320,1139,Supplies,FALSE,Lump Sum,2320
Tax,0,TAX:  TX - CITY OF SEMINOLE - 700-000-2245-1030,2304,1140,Supplies,FALSE,Lump Sum,2304
Tax,0,TAX:  NM - LOS LUNAS COUNTY - 000-000-2220-1160,2242,1051,Supplies,FALSE,Lump Sum,2242
Tax,0,TAX:  NM - LOS RANCHOS DE ALBUQUERQUE - 000-000-2220-1165,2187,1052,Supplies,FALSE,Lump Sum,2187
Tax,0,TAX:  NM - LOVINGTON - 000-000-2220-1170,2184,1053,Supplies,FALSE,Lump Sum,2184
Tax,0,TAX:  NM - LOVINGTON - 000-000-2220-1171,2186,1054,Supplies,FALSE,Lump Sum,2186
Tax,0,TAX:  NM - LOVINGTON INDUSTRIAL PARK - 000-000-2220-1175,2209,1055,Supplies,FALSE,Lump Sum,2209
Tax,0,TAX:  NM - LUNA COUNTY - 000-000-2220-1180,2208,1056,Supplies,FALSE,Lump Sum,2208
Tax,0,TAX:  NM - MAGDALENA - 000-000-2220-1185,2177,1057,Supplies,FALSE,Lump Sum,2177
Tax,0,TAX:  NM - MCKINLEY COUNTY - 000-000-2220-1190,2210,1058,Supplies,FALSE,Lump Sum,2210
Tax,0,TAX:  NM - MCKINLEY COUNTY - 000-000-2220-1191,2211,1059,Supplies,FALSE,Lump Sum,2211
Tax,0,TAX:  NM - MORA COUNTY - 000-000-2220-1192,2169,1060,Supplies,FALSE,Lump Sum,2169
Equipment,0,Tank Cleaning Services - OT,TANKCLEANSVCOT,941,Equipment,FALSE,HR,TANKCLEANSVCOT
Equipment,0,Tank Cleaning Services - ST,TANKCLEANSVC,942,Equipment,FALSE,HR,TANKCLEANSVC
Equipment,0,Tank demurrage fee,TankDemurr,943,Equipment,FALSE,DAY,TankDemurr
Equipment,0,Tank support box,TSB,944,Supplies,FALSE,SHIFT,TSB
Tax,0,TAX:  AZ - APACHE COUNTY - 100-000-2201-1005,2224,945,Supplies,FALSE,Lump Sum,2224
Tax,0,TAX:  AZ - APACHE COUNTY - 100-000-2201-1006,2225,946,Supplies,FALSE,Lump Sum,2225
Tax,0,TAX:  AZ - CITY OF FLAGSTAFF - 100-000-2201-1001,2231,947,Supplies,FALSE,Lump Sum,2231
Tax,0,TAX:  AZ - CITY OF FOUNTAIN HILLS - 100-000-2201-1007,2384,948,Supplies,FALSE,Lump Sum,2384
Tax,0,TAX:  AZ - CITY OF FOUNTAIN HILLS - 100-000-2201-1008,2385,949,Supplies,FALSE,Lump Sum,2385
Tax,0,TAX:  AZ - CITY OF GLOBE - 100-000-2201-1003,2321,950,Supplies,FALSE,Lump Sum,2321
"Equipment : Forklifts, Backhoes and Graders",0,"10,000 lb. Forklift - 4 Wheel Drive",FL10K4WD,31,Equipment,FALSE,HR,FL10K4WD
Equipment : Boom Trucks,0,100' 15 Ton Hydraulic Boom Truck,15Hbt,32,Equipment,FALSE,HR,15Hbt
Equipment : 100-165 CFM Air Compressors,0,100-165 CFM Air Compressor,AC100165,33,Equipment,FALSE,HR,AC100165
Equipment : 10-90 CFM Air Compressors,0,10-90 CFM Air Compressor,AC1090,34,Equipment,FALSE,HR,AC1090
Equipment : Crew Vans,0.8,11 passenger crew van - Mileage,11PassVanm,35,Supplies,FALSE,MI,11PassVanm
Equipment : Crew Vans,0,11 passenger crew van - Shift,11PassVan,36,Services,FALSE,SHIFT,11PassVan
Equipment : 5 KW Generators,0,1-10 KW Generator,Gen10,37,Equipment,FALSE,HR,Gen10
Equipment,0,12' step ladder,SLadr12,38,Supplies,FALSE,SHIFT,SLadr12
Equipment,0,12' x 7' x 30' portable blast tent,BTent12,39,Supplies,FALSE,SHIFT,BTent12
Equipment : Exhaust Blowers,0,"12"" exhaust blower",Blwr12,40,Equipment,FALSE,DAY,Blwr12
Tax,0,TAX:  NM - HOBBS - 000-000-2220-2293,2168,1041,Supplies,FALSE,Lump Sum,2168
Tax,0,TAX:  NM - JICARILLA APACHE NATION - 926-000-2220-1135,2205,1042,Supplies,FALSE,Lump Sum,2205
Tax,0,TAX:  NM - JICARILLA APACHE NATION - 926-000-2220-1136,2206,1043,Supplies,FALSE,Lump Sum,2206
Tax,0,TAX:  NM - LAS CRUCES - 000-000-2220-1157,2194,1044,Supplies,FALSE,Lump Sum,2194
Tax,0,TAX:  NM - LAS CRUCES - 000-000-2220-1158,2195,1045,Supplies,FALSE,Lump Sum,2195
Tax,0,TAX:  NM - LEA COUNTY - 000-000-2220-1145,2176,1046,Supplies,FALSE,Lump Sum,2176
Tax,0,TAX:  NM - LEA COUNTY - 000-000-2220-1146,2358,1047,Supplies,FALSE,Lump Sum,2358
Tax,0,TAX:  NM - LINCOLN COUNTY - 000-000-2220-1150,2245,1048,Supplies,FALSE,Lump Sum,2245
Tax,0,TAX:  NM - LOS ALAMOS - 000-000-2220-1155,2234,1049,Supplies,FALSE,Lump Sum,2234
Tax,0,TAX:  NM - LOS ALAMOS - 000-000-2220-1156,2232,1050,Supplies,FALSE,Lump Sum,2232
Labor : DT,0,Superintendent - DT,SDT,931,Labor,FALSE,,SDT
Labor : OT,0,Superintendent - OT,SOT,932,Labor,FALSE,,SOT
Labor : TT,0,Superintendent - PT,SPT,933,Labor,FALSE,,SPT
Labor : ST,0,Superintendent - ST,SST,934,Labor,FALSE,,SST
Labor : TT,0,Superintendent - TT,STT,935,Labor,FALSE,,STT
Equipment,0,Superintendent Overtime Burden,SOB,936,Supplies,FALSE,HR,SOB
Equipment : Vacuum Trucks,0,Supersucker vacuum loader,SVL,937,Equipment,FALSE,HR,SVL
Equipment : Vacuum Trucks,0,Supersucker Vacuum Loader (Wet or Dry),SuperSucker,938,Equipment,FALSE,HR,SuperSucker
Equipment,0,Surface contamination analysis kit,SurfKit,939,Supplies,FALSE,SHIFT,SurfKit
Equipment,0,Surface profile comparator,SurfProf,940,Supplies,FALSE,SHIFT,SurfProf
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.29,Sherwin Williams #102 (bolt match),SW102BM,751,Supplies,FALSE,GAL,SW102BM
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",32.8,Sherwin Williams #104 (cedar green),SW104CG,752,Supplies,FALSE,GAL,SW104CG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",17.08,Sherwin Williams #104 (light brown),SW104LB,753,Supplies,FALSE,GAL,SW104LB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",34.19,Sherwin Williams #104 (modular tan),SW104MT,754,Supplies,FALSE,GAL,SW104MT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.25,Sherwin Williams #104 (mountain brown),SW104MB,755,Supplies,FALSE,GAL,SW104MB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",17.08,Sherwin Williams #104 (olive green),SW104OG,756,Supplies,FALSE,GAL,SW104OG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",16,Sherwin Williams #104 (red willow),SW104RW,757,Supplies,FALSE,GAL,SW104RW
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",15.69,Sherwin Williams #104 (safety blue),SW104SB,758,Supplies,FALSE,GAL,SW104SB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Water Base",31.44,Sherwin Williams #104 DTM acrylic (cold steel black),SW104CSB,759,Supplies,FALSE,GAL,SW104CSB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : DTM Alkaloid",28.49,Sherwin Williams #104 DTM alkaloid (Carlsbad tan),SW104ACT,760,Supplies,FALSE,GAL,SW104ACT
Equipment,0,Vacuum for 55 gal. drum (air-powered),APVac,1281,Supplies,FALSE,SHIFT,APVac
Labor : OT,0,Vacuum Helper - OT,VHOT,1282,Labor,FALSE,,VHOT
Labor : ST,0,Vacuum Helper - ST,VHST,1283,Labor,FALSE,,VHST
Labor : OT,0,Vacuum Project Manager - OT,VPMOT,1284,Labor,FALSE,,VPMOT
Labor : ST,0,Vacuum Project Manager - ST,VPMST,1285,Labor,FALSE,,VPMST
Labor : OT,0,Vacuum Service Supervisor - OT,VSSOT,1286,Labor,FALSE,,VSSOT
Labor : ST,0,Vacuum Service Supervisor - ST,VSSST,1287,Labor,FALSE,,VSSST
Labor : OT,0,Vacuum Technician - OT,VTOT,1288,Labor,FALSE,,VTOT
Labor : ST,0,Vacuum Technician - ST,VTST,1289,Labor,FALSE,,VTST
Equipment : Vacuum Trucks,0,Vacuum truck,VT,1290,Equipment,FALSE,HR,VT
Tax,0,TAX:  UT - IRON COUNTY - 300-000-2250-1010,2189,1191,Supplies,FALSE,Lump Sum,2189
Tax,0,TAX:  UT - OUT OF STATE - 300-000-2250-1000,2152,1192,Supplies,FALSE,Lump Sum,2152
Tax,0,TAX:  UT - SAN JUAN COUNTY - 300-000-2250-1005,2202,1193,Supplies,FALSE,Lump Sum,2202
Tax,0,TAX:  UTE - SOUTHERN UTE TERO FEE (ON LABOR ONLY) - 927-000-2240-1005,2269,1194,Supplies,FALSE,Lump Sum,2269
Tax,0,TAX:  WY - CARBON COUNTY - 400-000-2225-1007,2351,1195,Supplies,FALSE,Lump Sum,2351
Tax,0,TAX:  WY - CARBON COUNTY - 400-000-2225-1008,2352,1196,Supplies,FALSE,Lump Sum,2352
